Species	Symbol	Ensembl	Family	Protein	Entrez ID
Rattus_norvegicus	Snai3	ENSRNOG00000013586	zf-C2H2	ENSRNOP00000018387;	307919
Rattus_norvegicus	Six4	ENSRNOG00000007250	Homeobox	ENSRNOP00000050667;	299138
Rattus_norvegicus	Zfp707l1	ENSRNOG00000043439	zf-C2H2	ENSRNOP00000059058;ENSRNOP00000072720;	362936
Rattus_norvegicus	Mlxip	ENSRNOG00000001255	bHLH	ENSRNOP00000001690;	304479
Rattus_norvegicus	Thap3	ENSRNOG00000026840	THAP	ENSRNOP00000052352;	362667
Rattus_norvegicus	Irf9	ENSRNOG00000019478	IRF	ENSRNOP00000026364;	305896
Rattus_norvegicus	Cdx2	ENSRNOG00000032759	Homeobox	ENSRNOP00000045045;	66019
Rattus_norvegicus	Ahr	ENSRNOG00000004342	bHLH	ENSRNOP00000006618;	25690
Rattus_norvegicus	Prdm4	ENSRNOG00000004962	zf-C2H2	ENSRNOP00000006886;	170820
Rattus_norvegicus	Emx2	ENSRNOG00000009482	Homeobox	ENSRNOP00000012564;	499380
Rattus_norvegicus	Esrra	ENSRNOG00000021139	ESR-like	ENSRNOP00000028697;ENSRNOP00000069987;	293701
Rattus_norvegicus	LOC102555183	ENSRNOG00000006796	zf-C2H2	ENSRNOP00000008889;	102555183
Rattus_norvegicus	Prdm14	ENSRNOG00000021792	zf-C2H2	ENSRNOP00000032955;	100365184
Rattus_norvegicus	Znf442	ENSRNOG00000042380	zf-C2H2	ENSRNOP00000062254;	-
Rattus_norvegicus	Zfp236	ENSRNOG00000016303	zf-C2H2	ENSRNOP00000022086;	291409
Rattus_norvegicus	Prdm9	ENSRNOG00000021493	zf-C2H2	ENSRNOP00000060531;	365155
Rattus_norvegicus	Sall4	ENSRNOG00000050035	zf-C2H2	ENSRNOP00000066945;ENSRNOP00000067726;	686412
Rattus_norvegicus	Scx	ENSRNOG00000021812	bHLH	ENSRNOP00000029792;	680712
Rattus_norvegicus	Hes1	ENSRNOG00000001720	bHLH	ENSRNOP00000002346;	29577
Rattus_norvegicus	Tbx20	ENSRNOG00000016181	T-box	ENSRNOP00000063295;ENSRNOP00000075397;	315497
Rattus_norvegicus	Zfp422	ENSRNOG00000013379	zf-C2H2	ENSRNOP00000018050;	360389
Rattus_norvegicus	En1	ENSRNOG00000056580	Homeobox	ENSRNOP00000068605;	-
Rattus_norvegicus	Fev	ENSRNOG00000017856	ETS	ENSRNOP00000024190;	-
Rattus_norvegicus	Lmx1a	ENSRNOG00000004642	Homeobox	ENSRNOP00000006163;	289201
Rattus_norvegicus	Irf4	ENSRNOG00000061070	IRF	ENSRNOP00000070345;ENSRNOP00000074106;	291100
Rattus_norvegicus	Foxa3	ENSRNOG00000014256	Fork_head	ENSRNOP00000019219;	25100
Rattus_norvegicus	Hmgb2	ENSRNOG00000033321	HMG	ENSRNOP00000039358;	498072
Rattus_norvegicus	Gli4	ENSRNOG00000021765	zf-C2H2	ENSRNOP00000036983;ENSRNOP00000074524;	500893
Rattus_norvegicus	Ascl2	ENSRNOG00000020434	bHLH	ENSRNOP00000027688;	24209
Rattus_norvegicus	NEWGENE_1310011	ENSRNOG00000003176	Homeobox	ENSRNOP00000004244;	289311
Rattus_norvegicus	Zfp282	ENSRNOG00000026981	zf-C2H2	ENSRNOP00000030771;	297065
Rattus_norvegicus	AC130232.2	ENSRNOG00000060701	zf-C2H2	ENSRNOP00000075688;	-
Rattus_norvegicus	E2f8	ENSRNOG00000022537	E2F	ENSRNOP00000036763;	308607
Rattus_norvegicus	Zfp354c	ENSRNOG00000029205	zf-C2H2	ENSRNOP00000000248;ENSRNOP00000075122;	78972
Rattus_norvegicus	Zfp597	ENSRNOG00000007576	zf-C2H2	ENSRNOP00000048154;	266774
Rattus_norvegicus	Zfp512	ENSRNOG00000039815	zf-C2H2	ENSRNOP00000006658;	313906
Rattus_norvegicus	Smad1	ENSRNOG00000018483	MH1	ENSRNOP00000025079;	25671
Rattus_norvegicus	LOC100912068	ENSRNOG00000057619	ZBTB	ENSRNOP00000074161;ENSRNOP00000074161;	-
Rattus_norvegicus	Ikzf1	ENSRNOG00000004444	zf-C2H2	ENSRNOP00000005902;ENSRNOP00000069446;	305501
Rattus_norvegicus	AABR07009106.1	ENSRNOG00000051606	zf-C2H2	ENSRNOP00000074610;ENSRNOP00000074964;ENSRNOP00000075268;ENSRNOP00000072605;	-
Rattus_norvegicus	Zfp532	ENSRNOG00000017116	zf-C2H2	ENSRNOP00000059551;ENSRNOP00000071139;	307362
Rattus_norvegicus	Smarcc2	ENSRNOG00000031135	MYB	ENSRNOP00000028244;	685179
Rattus_norvegicus	Olig2	ENSRNOG00000028658	bHLH	ENSRNOP00000000325;	304103
Rattus_norvegicus	Hic2	ENSRNOG00000051458	ZBTB	ENSRNOP00000072722;ENSRNOP00000072722;	287940
Rattus_norvegicus	Tcf12	ENSRNOG00000057754	bHLH	ENSRNOP00000071744;ENSRNOP00000074384;ENSRNOP00000075657;	25720
Rattus_norvegicus	Gata5	ENSRNOG00000058983	zf-GATA	ENSRNOP00000073661;	499951
Rattus_norvegicus	Hoxd13	ENSRNOG00000001588	Homeobox	ENSRNOP00000002155;	288154
Rattus_norvegicus	LOC103691556	ENSRNOG00000058416	MH1	ENSRNOP00000070480;	85435
Rattus_norvegicus	Sim1	ENSRNOG00000037600	bHLH	ENSRNOP00000053843;	309888
Rattus_norvegicus	Sox30	ENSRNOG00000006098	HMG	ENSRNOP00000007978;	-
Rattus_norvegicus	Mecom	ENSRNOG00000012645	zf-C2H2	ENSRNOP00000060380;	294924
Rattus_norvegicus	Sox8	ENSRNOG00000018841	HMG	ENSRNOP00000025494;	302993
Rattus_norvegicus	Zbtb33	ENSRNOG00000028899	ZBTB	ENSRNOP00000050403;ENSRNOP00000050403;	100910807
Rattus_norvegicus	Hmx3	ENSRNOG00000020637	Homeobox	ENSRNOP00000028007;	293537
Rattus_norvegicus	Zfp831	ENSRNOG00000024693	zf-C2H2	ENSRNOP00000071221;ENSRNOP00000030895;	100328908
Rattus_norvegicus	Satb2	ENSRNOG00000010188	CUT	ENSRNOP00000044829;ENSRNOP00000071049;	501145
Rattus_norvegicus	Zim1	ENSRNOG00000015071	zf-C2H2	ENSRNOP00000020416;ENSRNOP00000075231;	308322
Rattus_norvegicus	Hmg20b	ENSRNOG00000020601	HMG	ENSRNOP00000074794;ENSRNOP00000028002;	362825
Rattus_norvegicus	Tead3	ENSRNOG00000000506	TEA	ENSRNOP00000000607;	294299
Rattus_norvegicus	Ascl4	ENSRNOG00000031493	bHLH	ENSRNOP00000051020;	299687
Rattus_norvegicus	Foxk2	ENSRNOG00000036663	Fork_head	ENSRNOP00000051802;	303753
Rattus_norvegicus	Znf768	ENSRNOG00000029490	zf-C2H2	ENSRNOP00000024639;	102553763
Rattus_norvegicus	Prdm5	ENSRNOG00000023679	zf-C2H2	ENSRNOP00000009569;	689788
Rattus_norvegicus	Zfp691	ENSRNOG00000007398	zf-C2H2	ENSRNOP00000009691;	313548
Rattus_norvegicus	LOC102550892	ENSRNOG00000048181	zf-C2H2	ENSRNOP00000065683;	295310
Rattus_norvegicus	Rela	ENSRNOG00000030888	RHD	ENSRNOP00000044552;	309165
Rattus_norvegicus	Zfp810	ENSRNOG00000014331	zf-C2H2	ENSRNOP00000019204;	-
Rattus_norvegicus	Zbtb34	ENSRNOG00000032700	ZBTB	ENSRNOP00000043668;ENSRNOP00000043668;	689174
Rattus_norvegicus	Yy1	ENSRNOG00000004339	zf-C2H2	ENSRNOP00000005743;	24919
Rattus_norvegicus	Pax6	ENSRNOG00000004410	PAX	ENSRNOP00000071013;ENSRNOP00000005882;ENSRNOP00000006302;	25509
Rattus_norvegicus	AABR07056503.1	ENSRNOG00000053843	Homeobox	ENSRNOP00000073516;	-
Rattus_norvegicus	Tcfl5	ENSRNOG00000061199	bHLH	ENSRNOP00000070754;	311715
Rattus_norvegicus	Mkrn2	ENSRNOG00000009176	zf-CCCH	ENSRNOP00000013145;	297525
Rattus_norvegicus	Zbtb38	ENSRNOG00000012386	ZBTB	ENSRNOP00000067350;ENSRNOP00000067350;	315936
Rattus_norvegicus	Creb1	ENSRNOG00000013412	TF_bZIP	ENSRNOP00000049369;ENSRNOP00000018326;	81646
Rattus_norvegicus	Myt1l	ENSRNOG00000004269	zf-C2HC	ENSRNOP00000045413;ENSRNOP00000005905;	116668
Rattus_norvegicus	Zfp277	ENSRNOG00000045854	zf-C2H2	ENSRNOP00000067802;	298977
Rattus_norvegicus	Zfp641	ENSRNOG00000032447	zf-C2H2	ENSRNOP00000047139;	300197
Rattus_norvegicus	LOC100911492	ENSRNOG00000048322	TF_Otx	ENSRNOP00000064262;	305858
Rattus_norvegicus	Zfp143	ENSRNOG00000010087	zf-C2H2	ENSRNOP00000013733;	361627
Rattus_norvegicus	LOC691030	ENSRNOG00000057926	HMG	ENSRNOP00000069436;	691030
Rattus_norvegicus	Thra	ENSRNOG00000009066	THR-like	ENSRNOP00000012340;ENSRNOP00000072739;	81812
Rattus_norvegicus	Lin28b	ENSRNOG00000025938	CSD	ENSRNOP00000037788;ENSRNOP00000059027;	689054
Rattus_norvegicus	Lhx3	ENSRNOG00000018427	Homeobox	ENSRNOP00000025047;ENSRNOP00000044069;	170671
Rattus_norvegicus	Zbtb24	ENSRNOG00000000308	ZBTB	ENSRNOP00000054002;ENSRNOP00000054002;	365590
Rattus_norvegicus	Nfatc1	ENSRNOG00000017146	RHD	ENSRNOP00000055183;ENSRNOP00000070317;	100361818
Rattus_norvegicus	AABR07049821.2	ENSRNOG00000028662	zf-C2H2	ENSRNOP00000038492;	-
Rattus_norvegicus	Ascl5	ENSRNOG00000033391	bHLH	ENSRNOP00000048485;	363991
Rattus_norvegicus	Gabpa	ENSRNOG00000053205	ETS	ENSRNOP00000071293;	363735
Rattus_norvegicus	LOC100910371	ENSRNOG00000046142	DM	ENSRNOP00000067811;ENSRNOP00000071694;	100910371
Rattus_norvegicus	Sox11	ENSRNOG00000030034	HMG	ENSRNOP00000040127;	84046
Rattus_norvegicus	Zfp746	ENSRNOG00000007064	zf-C2H2	ENSRNOP00000009247;	312303
Rattus_norvegicus	LOC691661	ENSRNOG00000059074	zf-C2H2	ENSRNOP00000071880;	494303
Rattus_norvegicus	Tbx22	ENSRNOG00000002346	T-box	ENSRNOP00000069154;ENSRNOP00000003190;	302369
Rattus_norvegicus	Zfp692	ENSRNOG00000002682	zf-C2H2	ENSRNOP00000031984;ENSRNOP00000072224;	303164
Rattus_norvegicus	Zfp449	ENSRNOG00000050562	zf-C2H2	ENSRNOP00000064761;ENSRNOP00000068145;	684901
Rattus_norvegicus	Zscan22	ENSRNOG00000031113	zf-C2H2	ENSRNOP00000026305;	-
Rattus_norvegicus	Rbpjl2	ENSRNOG00000007797	CSL	ENSRNOP00000010277;	-
Rattus_norvegicus	LOC102552640	ENSRNOG00000060849	MYB	ENSRNOP00000072780;	305811
Rattus_norvegicus	E2f7	ENSRNOG00000026252	E2F	ENSRNOP00000030798;	314818
Rattus_norvegicus	Nkx3-2	ENSRNOG00000060782	Homeobox	ENSRNOP00000071016;	-
Rattus_norvegicus	Hoxc12	ENSRNOG00000016116	Homeobox	ENSRNOP00000021580;	300262
Rattus_norvegicus	AABR07040266.1	ENSRNOG00000034183	MYB	ENSRNOP00000067248;	-
Rattus_norvegicus	Tgif1	ENSRNOG00000015906	Homeobox	ENSRNOP00000021534;	316742
Rattus_norvegicus	Hoxa2	ENSRNOG00000059600	Homeobox	ENSRNOP00000074175;	103690123
Rattus_norvegicus	Pou5f2	ENSRNOG00000062285	Pou	ENSRNOP00000076140;	680620
Rattus_norvegicus	Arnt	ENSRNOG00000031174	bHLH	ENSRNOP00000060764;ENSRNOP00000074418;ENSRNOP00000048259;	25242
Rattus_norvegicus	AABR07001905.2	ENSRNOG00000058030	zf-C2H2	ENSRNOP00000069886;	-
Rattus_norvegicus	Tlx1	ENSRNOG00000016120	Homeobox	ENSRNOP00000021714;	499361
Rattus_norvegicus	Jund	ENSRNOG00000019568	TF_bZIP	ENSRNOP00000026470;	24518
Rattus_norvegicus	Zfp17	ENSRNOG00000024056	zf-C2H2	ENSRNOP00000029983;	100360772
Rattus_norvegicus	AABR07059679.1	ENSRNOG00000010822	Homeobox	ENSRNOP00000067918;	-
Rattus_norvegicus	Prdm8	ENSRNOG00000002004	zf-C2H2	ENSRNOP00000002746;	305198
Rattus_norvegicus	Setdb2	ENSRNOG00000021680	MBD	ENSRNOP00000036240;ENSRNOP00000065027;ENSRNOP00000066366;	100361710
Rattus_norvegicus	Esr1	ENSRNOG00000019358	ESR-like	ENSRNOP00000071034;ENSRNOP00000026350;ENSRNOP00000071400;ENSRNOP00000072170;	24890
Rattus_norvegicus	Zhx3	ENSRNOG00000027988	Homeobox	ENSRNOP00000073211;ENSRNOP00000034076;	311604
Rattus_norvegicus	AC126572.1	ENSRNOG00000006958	zf-C2H2	ENSRNOP00000038579;	-
Rattus_norvegicus	AABR07031756	ENSRNOG00000014096	ESR-like	ENSRNOP00000044335;	-
Rattus_norvegicus	Nf1x	ENSRNOG00000002983	CTF/NFI	ENSRNOP00000071775;ENSRNOP00000034591;	81524
Rattus_norvegicus	Uncx	ENSRNOG00000001284	Homeobox	ENSRNOP00000001730;	29375
Rattus_norvegicus	Nkx2-6	ENSRNOG00000021910	Homeobox	ENSRNOP00000034838;	364418
Rattus_norvegicus	Nr1h4	ENSRNOG00000007197	THR-like	ENSRNOP00000009910;ENSRNOP00000073765;	60351
Rattus_norvegicus	Rora	ENSRNOG00000027145	THR-like	ENSRNOP00000013142;	300807
Rattus_norvegicus	Mier1	ENSRNOG00000007175	MYB	ENSRNOP00000063001;ENSRNOP00000075308;	313418
Rattus_norvegicus	RGD1559962	ENSRNOG00000026462	HMG	ENSRNOP00000060587;	498988
Rattus_norvegicus	E2f2	ENSRNOG00000047741	E2F	ENSRNOP00000067839;	684111
Rattus_norvegicus	Zfp39	ENSRNOG00000014712	zf-C2H2	ENSRNOP00000019991;	303173
Rattus_norvegicus	AABR07073021.3	ENSRNOG00000057061	Homeobox	ENSRNOP00000073843;	100910298
Rattus_norvegicus	Ppard	ENSRNOG00000000503	THR-like	ENSRNOP00000069522;ENSRNOP00000045974;	25682
Rattus_norvegicus	Zscan20	ENSRNOG00000005886	zf-C2H2	ENSRNOP00000008887;	500549
Rattus_norvegicus	Hoxa10	ENSRNOG00000027246	Homeobox	ENSRNOP00000067766;	100911668
Rattus_norvegicus	AABR07055919.1	ENSRNOG00000007076	zf-C2H2	ENSRNOP00000009270;	-
Rattus_norvegicus	Lhx2	ENSRNOG00000010551	Homeobox	ENSRNOP00000061914;ENSRNOP00000014452;	296706
Rattus_norvegicus	LOC108349189	ENSRNOG00000034130	HMG	ENSRNOP00000043407;	108349189
Rattus_norvegicus	Mxi1	ENSRNOG00000034078	bHLH	ENSRNOP00000067990;ENSRNOP00000040770;ENSRNOP00000068001;	25701
Rattus_norvegicus	Lhx8	ENSRNOG00000028348	Homeobox	ENSRNOP00000009370;	365963
Rattus_norvegicus	Gata3	ENSRNOG00000019336	zf-GATA	ENSRNOP00000026187;	85471
Rattus_norvegicus	AABR07002893.1	ENSRNOG00000056062	zf-C2H2	ENSRNOP00000069206;	-
Rattus_norvegicus	Lhx9	ENSRNOG00000010357	Homeobox	ENSRNOP00000014218;	289048
Rattus_norvegicus	Zfp112	ENSRNOG00000029022	zf-C2H2	ENSRNOP00000074981;ENSRNOP00000038599;	308420
Rattus_norvegicus	Pias1	ENSRNOG00000034272	zf-MIZ	ENSRNOP00000059152;	300772
Rattus_norvegicus	Mybl2	ENSRNOG00000007805	MYB	ENSRNOP00000010343;	296344
Rattus_norvegicus	Ctcfl	ENSRNOG00000028661	zf-C2H2	ENSRNOP00000034635;	100360757
Rattus_norvegicus	Zkscan4	ENSRNOG00000051823	zf-C2H2	ENSRNOP00000073850;	291164
Rattus_norvegicus	Ets2	ENSRNOG00000001647	ETS	ENSRNOP00000002247;	304063
Rattus_norvegicus	Zfp580	ENSRNOG00000016274	zf-C2H2	ENSRNOP00000021772;	308336
Rattus_norvegicus	Foxd1	ENSRNOG00000043332	Fork_head	ENSRNOP00000060730;	171299
Rattus_norvegicus	Tead4	ENSRNOG00000005608	TEA	ENSRNOP00000047651;	683522
Rattus_norvegicus	Jazf1	ENSRNOG00000027026	zf-C2H2	ENSRNOP00000036865;	685879
Rattus_norvegicus	Hoxa11	ENSRNOG00000061531	Homeobox	ENSRNOP00000075163;	103692131
Rattus_norvegicus	Hoxb3	ENSRNOG00000008313	Homeobox	ENSRNOP00000011027;	303488
Rattus_norvegicus	Etv3l	ENSRNOG00000043511	ETS	ENSRNOP00000054300;	499651
Rattus_norvegicus	Clock	ENSRNOG00000002175	bHLH	ENSRNOP00000074670;ENSRNOP00000002981;ENSRNOP00000002976;	60447
Rattus_norvegicus	Vax1	ENSRNOG00000008824	Homeobox	ENSRNOP00000011743;	64571
Rattus_norvegicus	Stat5a	ENSRNOG00000019496	STAT	ENSRNOP00000026662;	24918
Rattus_norvegicus	Msgn1	ENSRNOG00000028518	bHLH	ENSRNOP00000006482;	689864
Rattus_norvegicus	Nr4a3	ENSRNOG00000005964	NGFIB-like	ENSRNOP00000008302;	58853
Rattus_norvegicus	Zfp771	ENSRNOG00000043225	zf-C2H2	ENSRNOP00000023999;	308992
Rattus_norvegicus	Pbrm1	ENSRNOG00000028227	HMG	ENSRNOP00000016581;	306254
Rattus_norvegicus	AABR07049184.1	ENSRNOG00000046140	zf-C2H2	ENSRNOP00000067381;	-
Rattus_norvegicus	LOC100911511	ENSRNOG00000060066	Homeobox	ENSRNOP00000070190;	100911511
Rattus_norvegicus	Dmbx1	ENSRNOG00000010835	Homeobox	ENSRNOP00000053888;	313512
Rattus_norvegicus	AABR07002774.1	ENSRNOG00000018928	zf-C2H2	ENSRNOP00000025586;	-
Rattus_norvegicus	Zbed4	ENSRNOG00000004588	zf-BED	ENSRNOP00000006050;	-
Rattus_norvegicus	Hoxd4	ENSRNOG00000001578	Homeobox	ENSRNOP00000002145;	288153
Rattus_norvegicus	Sox17	ENSRNOG00000027357	HMG	ENSRNOP00000033962;	312936
Rattus_norvegicus	Ttf1	ENSRNOG00000039777	MYB	ENSRNOP00000057745;	499766
Rattus_norvegicus	Barx1	ENSRNOG00000016915	Homeobox	ENSRNOP00000022830;	364680
Rattus_norvegicus	Hmga1	ENSRNOG00000000488	HMGA	ENSRNOP00000000580;	117062
Rattus_norvegicus	Zfp418	ENSRNOG00000015271	zf-C2H2	ENSRNOP00000073481;ENSRNOP00000020751;	292548
Rattus_norvegicus	Cebpe	ENSRNOG00000014282	TF_bZIP	ENSRNOP00000019154;	25410
Rattus_norvegicus	Zbtb7c	ENSRNOG00000047924	ZBTB	ENSRNOP00000065115;ENSRNOP00000065115;	679155
Rattus_norvegicus	Hoxd12	ENSRNOG00000001587	Homeobox	ENSRNOP00000059759;	366082
Rattus_norvegicus	LOC108349258	ENSRNOG00000047496	HMG	ENSRNOP00000053460;	108349258
Rattus_norvegicus	Junb	ENSRNOG00000042838	TF_bZIP	ENSRNOP00000061729;	24517
Rattus_norvegicus	Giot1	ENSRNOG00000051563	zf-C2H2	ENSRNOP00000072531;ENSRNOP00000074725;	171090
Rattus_norvegicus	Pbx3	ENSRNOG00000022162	Homeobox	ENSRNOP00000029846;ENSRNOP00000075035;	311876
Rattus_norvegicus	Klf14	ENSRNOG00000027557	zf-C2H2	ENSRNOP00000049169;	312203
Rattus_norvegicus	Irx1	ENSRNOG00000033609	Homeobox	ENSRNOP00000040590;	306659
Rattus_norvegicus	Zfp958	ENSRNOG00000030410	zf-C2H2	ENSRNOP00000042603;	100302405
Rattus_norvegicus	Arid5a	ENSRNOG00000015382	ARID	ENSRNOP00000071542;	316327
Rattus_norvegicus	Max	ENSRNOG00000008049	bHLH	ENSRNOP00000072268;ENSRNOP00000040275;	60661
Rattus_norvegicus	Smarca1	ENSRNOG00000003762	MYB	ENSRNOP00000060122;	317575
Rattus_norvegicus	Vezf1	ENSRNOG00000009819	zf-C2H2	ENSRNOP00000052564;	287615
Rattus_norvegicus	Arid1a	ENSRNOG00000006137	ARID	ENSRNOP00000009173;	297867
Rattus_norvegicus	Creb3l3	ENSRNOG00000032202	TF_bZIP	ENSRNOP00000044840;	314638
Rattus_norvegicus	Mesp1	ENSRNOG00000014951	bHLH	ENSRNOP00000020117;	308766
Rattus_norvegicus	Zfp352	ENSRNOG00000033600	zf-C2H2	ENSRNOP00000039696;	502968
Rattus_norvegicus	Homez	ENSRNOG00000014887	Homeobox	ENSRNOP00000019979;	260325
Rattus_norvegicus	AABR07040430.1	ENSRNOG00000056486	HMG	ENSRNOP00000069792;	-
Rattus_norvegicus	Gsc	ENSRNOG00000010605	Homeobox	ENSRNOP00000014204;	317715
Rattus_norvegicus	Zbtb3	ENSRNOG00000019461	ZBTB	ENSRNOP00000026320;ENSRNOP00000026320;	499313
Rattus_norvegicus	Zfp136	ENSRNOG00000016417	zf-C2H2	ENSRNOP00000021981;	291802
Rattus_norvegicus	Zfp281	ENSRNOG00000058643	zf-C2H2	ENSRNOP00000072700;	-
Rattus_norvegicus	Hey1	ENSRNOG00000011593	bHLH	ENSRNOP00000015537;	-
Rattus_norvegicus	Repin1	ENSRNOG00000008239	zf-C2H2	ENSRNOP00000011032;	445541
Rattus_norvegicus	Gfi1	ENSRNOG00000002042	zf-C2H2	ENSRNOP00000002807;	24388
Rattus_norvegicus	Zbtb6	ENSRNOG00000009340	ZBTB	ENSRNOP00000012364;ENSRNOP00000012364;	366029
Rattus_norvegicus	Hoxa4	ENSRNOG00000027365	Homeobox	ENSRNOP00000035732;ENSRNOP00000055767;	100912525
Rattus_norvegicus	Zfp74	ENSRNOG00000046937	zf-C2H2	ENSRNOP00000067340;	103690038
Rattus_norvegicus	Gli2	ENSRNOG00000007261	zf-C2H2	ENSRNOP00000009963;	304729
Rattus_norvegicus	Hoxb6	ENSRNOG00000007823	Homeobox	ENSRNOP00000010527;	497986
Rattus_norvegicus	Prkag1	ENSRNOG00000061499	HMG	ENSRNOP00000069442;	100362634
Rattus_norvegicus	Zfp819	ENSRNOG00000030160	zf-C2H2	ENSRNOP00000024662;ENSRNOP00000071186;	308561
Rattus_norvegicus	Spdef	ENSRNOG00000000491	ETS	ENSRNOP00000000583;ENSRNOP00000073787;	689210
Rattus_norvegicus	Nr2c1	ENSRNOG00000006983	RXR-like	ENSRNOP00000071901;ENSRNOP00000009578;	252924
Rattus_norvegicus	Prox2	ENSRNOG00000005054	HPD	ENSRNOP00000006704;	314319
Rattus_norvegicus	Srf	ENSRNOG00000018232	SRF	ENSRNOP00000058149;	501099
Rattus_norvegicus	Pou4f1	ENSRNOG00000060662	Pou	ENSRNOP00000074614;	-
Rattus_norvegicus	LOC102552527	ENSRNOG00000052406	zf-C2H2	ENSRNOP00000072773;	102552527
Rattus_norvegicus	Zfp212	ENSRNOG00000006711	zf-C2H2	ENSRNOP00000009054;	297066
Rattus_norvegicus	Gsc2	ENSRNOG00000000282	Homeobox	ENSRNOP00000046863;	363831
Rattus_norvegicus	Hmx2	ENSRNOG00000020638	Homeobox	ENSRNOP00000028011;	293538
Rattus_norvegicus	Rhox9	ENSRNOG00000052383	Homeobox	ENSRNOP00000074383;	298352
Rattus_norvegicus	Zfp410	ENSRNOG00000010985	zf-C2H2	ENSRNOP00000014738;	314310
Rattus_norvegicus	Pknox2	ENSRNOG00000028856	Homeobox	ENSRNOP00000048926;ENSRNOP00000070748;ENSRNOP00000068159;	680549
Rattus_norvegicus	Zbtb20	ENSRNOG00000056716	ZBTB	ENSRNOP00000076312;ENSRNOP00000076312;ENSRNOP00000076193;ENSRNOP00000076193;ENSRNOP00000076280;ENSRNOP00000076280;ENSRNOP00000072458;ENSRNOP00000072458;ENSRNOP00000076135;ENSRNOP00000076135;	288105
Rattus_norvegicus	Emx1	ENSRNOG00000015493	Homeobox	ENSRNOP00000020786;	500235
Rattus_norvegicus	Pax8	ENSRNOG00000026203	PAX	ENSRNOP00000070564;ENSRNOP00000033966;	81819
Rattus_norvegicus	Msx2	ENSRNOG00000018355	Homeobox	ENSRNOP00000024765;	25483
Rattus_norvegicus	Ascl1	ENSRNOG00000004294	bHLH	ENSRNOP00000005674;	64186
Rattus_norvegicus	Nkx2-4	ENSRNOG00000012647	Homeobox	ENSRNOP00000016915;	-
Rattus_norvegicus	Zbtb39	ENSRNOG00000004306	ZBTB	ENSRNOP00000005685;ENSRNOP00000005685;	299510
Rattus_norvegicus	Zmat3	ENSRNOG00000010119	zf-C2H2	ENSRNOP00000013858;	64394
Rattus_norvegicus	Irf5	ENSRNOG00000007437	IRF	ENSRNOP00000010001;ENSRNOP00000069195;	296953
Rattus_norvegicus	Zfp707	ENSRNOG00000057901	zf-C2H2	ENSRNOP00000072532;ENSRNOP00000070689;	315088
Rattus_norvegicus	Meis3	ENSRNOG00000021390	Homeobox	ENSRNOP00000033135;ENSRNOP00000063858;	361514
Rattus_norvegicus	Zxdc	ENSRNOG00000025818	zf-C2H2	ENSRNOP00000032693;	362399
Rattus_norvegicus	Gata2	ENSRNOG00000012347	zf-GATA	ENSRNOP00000017240;	25159
Rattus_norvegicus	Zbtb32	ENSRNOG00000042465	ZBTB	ENSRNOP00000059222;ENSRNOP00000059222;	688845
Rattus_norvegicus	Nfxl1	ENSRNOG00000058588	zf-NF-X1	ENSRNOP00000075378;ENSRNOP00000074217;	289595
Rattus_norvegicus	AABR07006860.1	ENSRNOG00000042679	HTH	ENSRNOP00000036836;ENSRNOP00000068372;	-
Rattus_norvegicus	Runx2	ENSRNOG00000020193	Runt	ENSRNOP00000057733;	367218
Rattus_norvegicus	Tbr1	ENSRNOG00000005049	T-box	ENSRNOP00000059530;	-
Rattus_norvegicus	Ferd3l	ENSRNOG00000011091	bHLH	ENSRNOP00000014731;	366598
Rattus_norvegicus	Zbtb11	ENSRNOG00000001613	ZBTB	ENSRNOP00000031654;ENSRNOP00000031654;	304010
Rattus_norvegicus	Mta2	ENSRNOG00000019913	zf-GATA	ENSRNOP00000027141;	361724
Rattus_norvegicus	LOC100911622	ENSRNOG00000060292	Homeobox	ENSRNOP00000072980;	100911622
Rattus_norvegicus	Zkscan5	ENSRNOG00000059552	zf-C2H2	ENSRNOP00000071257;ENSRNOP00000070669;	304275
Rattus_norvegicus	Zfp606	ENSRNOG00000019127	zf-C2H2	ENSRNOP00000067328;ENSRNOP00000025981;	292610
Rattus_norvegicus	Msx3	ENSRNOG00000046776	Homeobox	ENSRNOP00000067831;	114504
Rattus_norvegicus	Zfp648	ENSRNOG00000031569	zf-C2H2	ENSRNOP00000044433;	100362915
Rattus_norvegicus	Aebp2	ENSRNOG00000008929	zf-C2H2	ENSRNOP00000036497;	297705
Rattus_norvegicus	Egr1	ENSRNOG00000019422	zf-C2H2	ENSRNOP00000026303;	24330
Rattus_norvegicus	Etv5	ENSRNOG00000001785	ETS	ENSRNOP00000002445;	303828
Rattus_norvegicus	Hhex	ENSRNOG00000016595	Homeobox	ENSRNOP00000022384;	79237
Rattus_norvegicus	Zeb2	ENSRNOG00000004677	zf-C2H2	ENSRNOP00000006350;ENSRNOP00000006350;ENSRNOP00000074730;ENSRNOP00000074730;ENSRNOP00000072515;ENSRNOP00000072515;	311071
Rattus_norvegicus	Tfap2d	ENSRNOG00000011642	AP-2	ENSRNOP00000063362;	301284
Rattus_norvegicus	Zscan21	ENSRNOG00000039234	zf-C2H2	ENSRNOP00000001810;	304342
Rattus_norvegicus	Nr1h5	ENSRNOG00000023073	THR-like	ENSRNOP00000031123;	690430
