Gene_ID	Gene_symbol	description
ENSG00000138308	PLA2G12B	phospholipase A2%2C group XIIB [Source:HGNC Symbol%3BAcc:18555]
ENSG00000213700	RPL17P50	ribosomal protein L17 pseudogene 50 [Source:HGNC Symbol%3BAcc:45098]
ENSG00000122884	P4HA1	prolyl 4-hydroxylase%2C alpha polypeptide I [Source:HGNC Symbol%3BAcc:8546]
ENSG00000232646	RP11-344N10.4	--
ENSG00000237768	RP11-344N10.2	--
ENSG00000201047	Y_RNA	Y RNA [Source:RFAM%3BAcc:RF00019]
ENSG00000272630	RP11-344N10.5	--
ENSG00000166321	NUDT13	nudix (nucleoside diphosphate linked moiety X)-type motif 13 [Source:HGNC Symbol%3BAcc:18827]
ENSG00000272599	RP11-152N13.16	--
ENSG00000221164	SNORA11	Small nucleolar RNA SNORA11 [Source:RFAM%3BAcc:RF00614]
ENSG00000122882	ECD	ecdysoneless homolog (Drosophila) [Source:HGNC Symbol%3BAcc:17029]
ENSG00000138286	FAM149B1	family with sequence similarity 149%2C member B1 [Source:HGNC Symbol%3BAcc:29162]
ENSG00000213551	DNAJC9	DnaJ (Hsp40) homolog%2C subfamily C%2C member 9 [Source:HGNC Symbol%3BAcc:19123]
ENSG00000199201	Y_RNA	Y RNA [Source:RFAM%3BAcc:RF00019]
ENSG00000227382	EIF4A2P2	eukaryotic translation initiation factor 4A2 pseudogene 2 [Source:HGNC Symbol%3BAcc:45099]
ENSG00000182180	MRPS16	mitochondrial ribosomal protein S16 [Source:HGNC Symbol%3BAcc:14048]
ENSG00000236756	DNAJC9-AS1	DNAJC9 antisense RNA 1 [Source:HGNC Symbol%3BAcc:31432]
ENSG00000227540	RP11-152N13.5	--
ENSG00000156042	TTC18	tetratricopeptide repeat domain 18 [Source:HGNC Symbol%3BAcc:30726]
ENSG00000200356	RNU6-833P	RNA%2C U6 small nuclear 833%2C pseudogene [Source:HGNC Symbol%3BAcc:47796]
ENSG00000238983	snoU13	Small nucleolar RNA U13 [Source:RFAM%3BAcc:RF01210]
ENSG00000207473	Y_RNA	Y RNA [Source:RFAM%3BAcc:RF00019]
ENSG00000138279	ANXA7	annexin A7 [Source:HGNC Symbol%3BAcc:545]
ENSG00000233144	RP11-537A6.9	--
ENSG00000229659	RP11-345K20.2	--
ENSG00000166343	MSS51	MSS51 mitochondrial translational activator [Source:HGNC Symbol%3BAcc:21000]
ENSG00000266344	AL353731.1	--
ENSG00000107758	PPP3CB	protein phosphatase 3%2C catalytic subunit%2C beta isozyme [Source:HGNC Symbol%3BAcc:9315]
ENSG00000221817	RP11-137L10.6	--
ENSG00000166348	USP54	ubiquitin specific peptidase 54 [Source:HGNC Symbol%3BAcc:23513]
ENSG00000207327	RNU6-883P	RNA%2C U6 small nuclear 883%2C pseudogene [Source:HGNC Symbol%3BAcc:47846]
ENSG00000237139	RP11-137L10.5	--
ENSG00000268584	RP11-464F9.20	--
ENSG00000272791	RP11-464F9.22	--
ENSG00000177791	MYOZ1	myozenin 1 [Source:HGNC Symbol%3BAcc:13752]
ENSG00000166317	SYNPO2L	synaptopodin 2-like [Source:HGNC Symbol%3BAcc:23532]
ENSG00000271848	RP11-464F9.21	--
ENSG00000172650	AGAP5	ArfGAP with GTPase domain%2C ankyrin repeat and PH domain 5 [Source:HGNC Symbol%3BAcc:23467]
ENSG00000242288	RP11-464F9.1	--
ENSG00000271816	RP11-574K11.28	--
ENSG00000272140	RP11-574K11.29	--
ENSG00000252072	RNA5SP320	RNA%2C 5S ribosomal pseudogene 320 [Source:HGNC Symbol%3BAcc:43220]
ENSG00000224005	AC022400.1	--
ENSG00000242338	BMS1P4	BMS1 pseudogene 4 [Source:HGNC Symbol%3BAcc:23652]
ENSG00000250959	GLUD1P3	glutamate dehydrogenase 1 pseudogene 3 [Source:HGNC Symbol%3BAcc:4338]
ENSG00000235316	DUSP8P5	dual specificity phosphatase 8 pseudogene 5 [Source:HGNC Symbol%3BAcc:45003]
ENSG00000270808	RP11-574K11.27	--
ENSG00000176986	SEC24C	SEC24 family member C [Source:HGNC Symbol%3BAcc:10705]
ENSG00000267964	AC022400.2	Uncharacterized protein%3B cDNA FLJ44715 fis%2C clone BRACE3021430  [Source:UniProtKB/TrEMBL%3BAcc:Q6ZTF3]
ENSG00000196968	FUT11	fucosyltransferase 11 (alpha (1%2C3) fucosyltransferase) [Source:HGNC Symbol%3BAcc:19233]
ENSG00000253045	RMRPP1	RNA component of mitochondrial RNA processing endoribonuclease pseudogene 1 [Source:HGNC Symbol%3BAcc:47031]
ENSG00000172586	CHCHD1	coiled-coil-helix-coiled-coil-helix domain containing 1 [Source:HGNC Symbol%3BAcc:23518]
ENSG00000214655	ZSWIM8	zinc finger%2C SWIM-type containing 8 [Source:HGNC Symbol%3BAcc:23528]
ENSG00000272589	ZSWIM8-AS1	ZSWIM8 antisense RNA 1 [Source:HGNC Symbol%3BAcc:45103]
ENSG00000272916	RP11-574K11.31	Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 2  [Source:UniProtKB/TrEMBL%3BAcc:S4R438]
ENSG00000166507	NDST2	N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 2 [Source:HGNC Symbol%3BAcc:7681]
ENSG00000148660	CAMK2G	calcium/calmodulin-dependent protein kinase II gamma [Source:HGNC Symbol%3BAcc:1463]
ENSG00000224195	RP11-574K11.5	--
ENSG00000229990	RP11-574K11.8	--
ENSG00000122861	PLAU	plasminogen activator%2C urokinase [Source:HGNC Symbol%3BAcc:9052]
ENSG00000222047	C10orf55	chromosome 10 open reading frame 55 [Source:HGNC Symbol%3BAcc:31008]
ENSG00000035403	VCL	vinculin [Source:HGNC Symbol%3BAcc:12665]
ENSG00000225761	RP11-417O11.5	--
ENSG00000267957	RP11-178G16.4	--
ENSG00000269772	RP11-178G16.5	--
ENSG00000185009	AP3M1	adaptor-related protein complex 3%2C mu 1 subunit [Source:HGNC Symbol%3BAcc:569]
ENSG00000156110	ADK	adenosine kinase [Source:HGNC Symbol%3BAcc:257]
ENSG00000236900	TIMM9P1	translocase of inner mitochondrial membrane 9 homolog (yeast) pseudogene 1 [Source:HGNC Symbol%3BAcc:39928]
ENSG00000214629	RPSAP6	ribosomal protein SA pseudogene 6 [Source:HGNC Symbol%3BAcc:31458]
ENSG00000213731	RAB5CP1	RAB5C%2C member RAS oncogene family pseudogene 1 [Source:HGNC Symbol%3BAcc:45104]
ENSG00000232342	RP11-46O21.2	--
ENSG00000226253	MRPL35P3	mitochondrial ribosomal protein L35 pseudogene 3 [Source:HGNC Symbol%3BAcc:23731]
ENSG00000206756	Y_RNA	Y RNA [Source:RFAM%3BAcc:RF00019]
ENSG00000271710	RP11-312P12.3	--
ENSG00000214626	POLR3DP1	polymerase (RNA) III (DNA directed) polypeptide D%2C 44kDa pseudogene 1 [Source:HGNC Symbol%3BAcc:45107]
ENSG00000213525	RP11-383B24.3	--
ENSG00000272748	RP11-222G7.2	--
ENSG00000156650	KAT6B	K(lysine) acetyltransferase 6B [Source:HGNC Symbol%3BAcc:17582]
ENSG00000234149	RP11-77G23.2	--
ENSG00000227186	RP11-77G23.5	--
ENSG00000188716	DUPD1	dual specificity phosphatase and pro isomerase domain containing 1 [Source:HGNC Symbol%3BAcc:23481]
ENSG00000237882	PPIAP13	peptidylprolyl isomerase A (cyclophilin A) pseudogene 13 [Source:HGNC Symbol%3BAcc:9266]
ENSG00000079393	DUSP13	dual specificity phosphatase 13 [Source:HGNC Symbol%3BAcc:19681]
ENSG00000156671	SAMD8	sterile alpha motif domain containing 8 [Source:HGNC Symbol%3BAcc:26320]
ENSG00000232437	RP11-487I5.4	--
ENSG00000263626	AL392111.1	--
ENSG00000165637	VDAC2	voltage-dependent anion channel 2 [Source:HGNC Symbol%3BAcc:12672]
ENSG00000165644	COMTD1	catechol-O-methyltransferase domain containing 1 [Source:HGNC Symbol%3BAcc:26309]
ENSG00000227271	RPL39P25	ribosomal protein L39 pseudogene 25 [Source:HGNC Symbol%3BAcc:37002]
ENSG00000226051	ZNF503-AS1	ZNF503 antisense RNA 1 [Source:HGNC Symbol%3BAcc:27370]
ENSG00000233313	HMGA1P5	high mobility group AT-hook 1 pseudogene 5 [Source:HGNC Symbol%3BAcc:19120]
ENSG00000270087	RP11-399K21.11	--
ENSG00000223428	RP11-399K21.5	--
ENSG00000236797	SPA17P1	sperm autoantigenic protein 17 pseudogene 1 [Source:HGNC Symbol%3BAcc:23224]
ENSG00000165655	ZNF503	zinc finger protein 503 [Source:HGNC Symbol%3BAcc:23589]
ENSG00000237149	ZNF503-AS2	ZNF503 antisense RNA 2 [Source:HGNC Symbol%3BAcc:23525]
ENSG00000273248	RP11-399K21.13	--
ENSG00000272692	RP11-399K21.14	--
ENSG00000236842	RP11-399K21.10	--
ENSG00000207583	MIR606	microRNA 606 [Source:HGNC Symbol%3BAcc:32862]
ENSG00000148655	C10orf11	chromosome 10 open reading frame 11 [Source:HGNC Symbol%3BAcc:23405]
ENSG00000268659	RP11-310J24.3	--
ENSG00000228280	RP11-367B6.2	--
ENSG00000215921	AL731568.1	--
ENSG00000221232	AC012047.1	--
ENSG00000265486	RN7SL518P	RNA%2C 7SL%2C cytoplasmic 518%2C pseudogene [Source:HGNC Symbol%3BAcc:46534]
ENSG00000201954	RNU6-673P	RNA%2C U6 small nuclear 673%2C pseudogene [Source:HGNC Symbol%3BAcc:47636]
ENSG00000230575	RP11-369F10.2	--
ENSG00000269256	RP11-325D15.2	--
ENSG00000252888	SNORA31	Small nucleolar RNA SNORA31 [Source:RFAM%3BAcc:RF00322]
ENSG00000224948	ATP5G1P8	ATP synthase%2C H+ transporting%2C mitochondrial Fo complex%2C subunit C1 (subunit 9) pseudogene 8 [Source:HGNC Symbol%3BAcc:39511]
ENSG00000156113	KCNMA1	potassium large conductance calcium-activated channel%2C subfamily M%2C alpha member 1 [Source:HGNC Symbol%3BAcc:6284]
ENSG00000236467	RP11-443A13.5	--
ENSG00000225497	RP11-180I22.2	--
ENSG00000224500	RP11-328K22.1	--
ENSG00000225652	RP11-619F23.2	--
ENSG00000228092	COX6CP15	cytochrome c oxidase subunit VIc pseudogene 15 [Source:HGNC Symbol%3BAcc:49368]
ENSG00000199592	RNA5SP321	RNA%2C 5S ribosomal pseudogene 321 [Source:HGNC Symbol%3BAcc:43221]
ENSG00000213514	RP11-428P16.2	--
ENSG00000199664	RNU6-1266P	RNA%2C U6 small nuclear 1266%2C pseudogene [Source:HGNC Symbol%3BAcc:48229]
ENSG00000213513	RP13-39P12.2	--
ENSG00000228748	RP13-39P12.3	--
ENSG00000151208	DLG5	discs%2C large homolog 5 (Drosophila) [Source:HGNC Symbol%3BAcc:2904]
ENSG00000204049	AL391421.1	Uncharacterized protein%3B cDNA FLJ43696 fis%2C clone TBAES2007964  [Source:UniProtKB/TrEMBL%3BAcc:Q6ZUH9]
ENSG00000243446	RN7SL284P	RNA%2C 7SL%2C cytoplasmic 284%2C pseudogene [Source:HGNC Symbol%3BAcc:46300]
ENSG00000233871	DLG5-AS1	DLG5 antisense RNA 1 [Source:HGNC Symbol%3BAcc:45109]
ENSG00000234612	H2AFZP5	H2A histone family%2C member Z pseudogene 5 [Source:HGNC Symbol%3BAcc:38018]
ENSG00000148606	POLR3A	polymerase (RNA) III (DNA directed) polypeptide A%2C 155kDa [Source:HGNC Symbol%3BAcc:30074]
ENSG00000138326	RPS24	ribosomal protein S24 [Source:HGNC Symbol%3BAcc:10411]
ENSG00000231957	GNAI2P2	guanine nucleotide binding protein (G protein)%2C alpha inhibiting activity polypeptide 2 pseudogene 2 [Source:HGNC Symbol%3BAcc:45110]
ENSG00000230417	LINC00856	long intergenic non-protein coding RNA 856 [Source:HGNC Symbol%3BAcc:45111]
ENSG00000227136	LINC00595	long intergenic non-protein coding RNA 595 [Source:HGNC Symbol%3BAcc:31430]
ENSG00000229543	RP11-90J7.2	--
ENSG00000230229	RP11-90J7.4	--
ENSG00000201393	SNORA71	Small nucleolar RNA SNORA71 [Source:RFAM%3BAcc:RF00056]
ENSG00000228683	RP11-31E13.2	--
ENSG00000223243	AC074323.1	--
ENSG00000224596	ZMIZ1-AS1	ZMIZ1 antisense RNA 1 [Source:HGNC Symbol%3BAcc:27433]
ENSG00000229569	RP11-481G8.2	--
ENSG00000108175	ZMIZ1	zinc finger%2C MIZ-type containing 1 [Source:HGNC Symbol%3BAcc:16493]
ENSG00000108179	PPIF	peptidylprolyl isomerase F [Source:HGNC Symbol%3BAcc:9259]
ENSG00000165424	ZCCHC24	zinc finger%2C CCHC domain containing 24 [Source:HGNC Symbol%3BAcc:26911]
ENSG00000235426	RP11-342M3.5	--
ENSG00000259021	TPRX1P1	tetra-peptide repeat homeobox 1 pseudogene 1 [Source:HGNC Symbol%3BAcc:32176]
ENSG00000241317	RP11-342M3.1	--
ENSG00000235705	AL133481.1	Uncharacterized protein  [Source:UniProtKB/TrEMBL%3BAcc:U3KQJ6]
ENSG00000272475	RP11-342M3.2	--
ENSG00000253626	EIF5AL1	eukaryotic translation initiation factor 5A-like 1 [Source:HGNC Symbol%3BAcc:17419]
ENSG00000271985	RP11-589B3.7	--
ENSG00000232965	RPS12P18	ribosomal protein S12 pseudogene 18 [Source:HGNC Symbol%3BAcc:36421]
ENSG00000185303	SFTPA2	surfactant protein A2 [Source:HGNC Symbol%3BAcc:10799]
ENSG00000219430	MBL3P	mannose-binding lectin family member 3%2C pseudogene [Source:HGNC Symbol%3BAcc:2221]
ENSG00000225827	SFTPA3P	surfactant protein A3%2C pseudogene [Source:HGNC Symbol%3BAcc:10800]
ENSG00000122852	SFTPA1	surfactant protein A1 [Source:HGNC Symbol%3BAcc:10798]
ENSG00000226676	RP11-589B3.6	--
ENSG00000244733	RP11-506M13.3	--
ENSG00000226381	RP11-119F19.2	--
ENSG00000272489	RP11-182L21.5	--
ENSG00000224886	BEND3P3	BEN domain containing 3 pseudogene 3 [Source:HGNC Symbol%3BAcc:45016]
ENSG00000188199	NUTM2B	NUT family member 2B [Source:HGNC Symbol%3BAcc:23445]
ENSG00000225484	RP11-773D16.1	--
ENSG00000272447	RP11-182L21.6	--
ENSG00000228570	NUTM2E	NUT family member 2E [Source:HGNC Symbol%3BAcc:23448]
ENSG00000214695	NPAP1P2	nuclear pore associated protein 1 pseudogene 2 [Source:HGNC Symbol%3BAcc:45019]
ENSG00000204437	CTSLP6	cathepsin L pseudogene 6 [Source:HGNC Symbol%3BAcc:23611]
ENSG00000214584	PGGT1BP2	protein geranylgeranyltransferase type I%2C beta subunit pseudogene 2 [Source:HGNC Symbol%3BAcc:45112]
ENSG00000242600	MBL1P	mannose-binding lectin (protein A) 1%2C pseudogene [Source:HGNC Symbol%3BAcc:6921]
ENSG00000133661	SFTPD	surfactant protein D [Source:HGNC Symbol%3BAcc:10803]
ENSG00000273372	RP11-479O17.10	--
ENSG00000235924	ZNRF2P3	zinc and ring finger 2 pseudogene 3 [Source:HGNC Symbol%3BAcc:45113]
ENSG00000225100	RP11-479O17.7	--
ENSG00000229616	RP11-369J21.11	--
ENSG00000224760	C1DP3	C1D nuclear receptor corepressor pseudogene 3 [Source:HGNC Symbol%3BAcc:31661]
ENSG00000236217	C1DP2	C1D nuclear receptor corepressor pseudogene 2 [Source:HGNC Symbol%3BAcc:31660]
ENSG00000227515	C1DP4	C1D nuclear receptor corepressor pseudogene 4 [Source:HGNC Symbol%3BAcc:38028]
ENSG00000230091	TMEM254-AS1	TMEM254 antisense RNA 1 [Source:HGNC Symbol%3BAcc:27340]
ENSG00000133678	TMEM254	transmembrane protein 254 [Source:HGNC Symbol%3BAcc:25804]
ENSG00000230171	RPL22P18	ribosomal protein L22 pseudogene 18 [Source:HGNC Symbol%3BAcc:36232]
ENSG00000189129	PLAC9	placenta-specific 9 [Source:HGNC Symbol%3BAcc:19255]
ENSG00000122359	ANXA11	annexin A11 [Source:HGNC Symbol%3BAcc:535]
ENSG00000237523	LINC00857	long intergenic non-protein coding RNA 857 [Source:HGNC Symbol%3BAcc:45114]
ENSG00000234319	RPS12P2	ribosomal protein S12 pseudogene 2 [Source:HGNC Symbol%3BAcc:24221]
ENSG00000234382	RP11-40F6.1	--
ENSG00000234743	EIF5AP4	eukaryotic translation initiation factor 5A pseudogene 4 [Source:HGNC Symbol%3BAcc:31442]
ENSG00000204038	AL359195.1	Uncharacterized protein%3B cDNA FLJ46261 fis%2C clone TESTI4025062  [Source:UniProtKB/TrEMBL%3BAcc:Q6ZRL6]
ENSG00000151224	MAT1A	methionine adenosyltransferase I%2C alpha [Source:HGNC Symbol%3BAcc:6903]
ENSG00000232950	RP11-36D19.4	--
ENSG00000235858	RP11-36D19.8	--
ENSG00000170788	DYDC1	DPY30 domain containing 1 [Source:HGNC Symbol%3BAcc:23460]
ENSG00000133665	DYDC2	DPY30 domain containing 2 [Source:HGNC Symbol%3BAcc:23468]
ENSG00000122378	FAM213A	family with sequence similarity 213%2C member A [Source:HGNC Symbol%3BAcc:28651]
ENSG00000271738	RP11-137H2.6	--
ENSG00000108219	TSPAN14	tetraspanin 14 [Source:HGNC Symbol%3BAcc:23303]
ENSG00000226659	RP11-137H2.4	--
ENSG00000178217	SH2D4B	SH2 domain containing 4B [Source:HGNC Symbol%3BAcc:31440]
ENSG00000231082	RP11-514F8.2	--
ENSG00000233353	RPS7P9	ribosomal protein S7 pseudogene 9 [Source:HGNC Symbol%3BAcc:36998]
ENSG00000233703	RP11-20E23.1	--
ENSG00000231060	FARSBP1	phenylalanyl-tRNA synthetase%2C beta subunit pseudogene 1 [Source:HGNC Symbol%3BAcc:45115]
ENSG00000227209	WARS2P1	tryptophanyl tRNA synthetase 2 pseudogene 1 [Source:HGNC Symbol%3BAcc:45116]
ENSG00000226466	RPA2P2	replication protein A2 pseudogene 2 [Source:HGNC Symbol%3BAcc:45117]
ENSG00000265990	AL356154.1	--
ENSG00000185737	NRG3	neuregulin 3 [Source:HGNC Symbol%3BAcc:7999]
ENSG00000221378	AL096864.1	--
ENSG00000229458	RP11-202D18.2	--
ENSG00000225738	NRG3-AS1	NRG3 antisense RNA 1 [Source:HGNC Symbol%3BAcc:31429]
ENSG00000207275	RNU6-441P	RNA%2C U6 small nuclear 441%2C pseudogene [Source:HGNC Symbol%3BAcc:47404]
ENSG00000200774	RNU6-478P	RNA%2C U6 small nuclear 478%2C pseudogene [Source:HGNC Symbol%3BAcc:47441]
ENSG00000234931	MARK2P15	MAP/microtubule affinity-regulating kinase 2 pseudogene 15 [Source:HGNC Symbol%3BAcc:45119]
ENSG00000265268	AL356140.1	--
ENSG00000233945	RP11-344L13.2	--
ENSG00000223565	RP11-344L13.1	--
ENSG00000212324	RNU6-129P	RNA%2C U6 small nuclear 129%2C pseudogene [Source:HGNC Symbol%3BAcc:47092]
ENSG00000233258	RP11-219F10.1	--
ENSG00000200789	RNU1-65P	RNA%2C U1 small nuclear 65%2C pseudogene [Source:HGNC Symbol%3BAcc:48407]
ENSG00000212769	HMGN2P8	high mobility group nucleosomal binding domain 2 pseudogene 8 [Source:HGNC Symbol%3BAcc:31662]
ENSG00000271933	RP11-338I21.1	--
ENSG00000165678	GHITM	growth hormone inducible transmembrane protein [Source:HGNC Symbol%3BAcc:17281]
ENSG00000188373	C10orf99	chromosome 10 open reading frame 99 [Source:HGNC Symbol%3BAcc:31428]
ENSG00000148600	CDHR1	cadherin-related family member 1 [Source:HGNC Symbol%3BAcc:14550]
ENSG00000204033	LRIT2	leucine-rich repeat%2C immunoglobulin-like and transmembrane domains 2 [Source:HGNC Symbol%3BAcc:23443]
ENSG00000148602	LRIT1	leucine-rich repeat%2C immunoglobulin-like and transmembrane domains 1 [Source:HGNC Symbol%3BAcc:23404]
ENSG00000148604	RGR	retinal G protein coupled receptor [Source:HGNC Symbol%3BAcc:9990]
ENSG00000229404	LINC00858	long intergenic non-protein coding RNA 858 [Source:HGNC Symbol%3BAcc:27276]
ENSG00000107771	CCSER2	coiled-coil serine-rich protein 2 [Source:HGNC Symbol%3BAcc:29197]
ENSG00000233189	RPL12P29	ribosomal protein L12 pseudogene 29 [Source:HGNC Symbol%3BAcc:35791]
ENSG00000225423	TNPO1P1	transportin 1 pseudogene 1 [Source:HGNC Symbol%3BAcc:45120]
ENSG00000225928	CACYBPP1	calcyclin binding protein pseudogene 1 [Source:HGNC Symbol%3BAcc:45122]
ENSG00000178429	RPS3AP5	ribosomal protein S3A pseudogene 5 [Source:HGNC Symbol%3BAcc:23744]
ENSG00000238469	AC091487.1	--
ENSG00000237267	RP11-181F12.1	--
ENSG00000223993	RP11-475D12.1	--
ENSG00000224504	RP11-475D12.2	--
ENSG00000230962	RP11-113E21.1	--
ENSG00000223064	RNU6-325P	RNA%2C U6 small nuclear 325%2C pseudogene [Source:HGNC Symbol%3BAcc:47288]
ENSG00000252730	RN7SKP84	RNA%2C 7SK small nuclear pseudogene 84 [Source:HGNC Symbol%3BAcc:45808]
ENSG00000182771	GRID1	glutamate receptor%2C ionotropic%2C delta 1 [Source:HGNC Symbol%3BAcc:4575]
ENSG00000234942	RP11-93H12.2	--
ENSG00000270002	RP11-93H12.4	--
ENSG00000252292	RN7SKP238	RNA%2C 7SK small nuclear pseudogene 238 [Source:HGNC Symbol%3BAcc:45962]
ENSG00000236606	RP11-93H12.3	--
ENSG00000200487	RNA5SP322	RNA%2C 5S ribosomal pseudogene 322 [Source:HGNC Symbol%3BAcc:43222]
ENSG00000199104	MIR346	microRNA 346 [Source:HGNC Symbol%3BAcc:31780]
ENSG00000238803	AL732479.1	--
ENSG00000062650	WAPAL	wings apart-like homolog (Drosophila) [Source:HGNC Symbol%3BAcc:23293]
ENSG00000212332	RNU6-780P	RNA%2C U6 small nuclear 780%2C pseudogene [Source:HGNC Symbol%3BAcc:47743]
ENSG00000227896	RP11-77P6.2	--
ENSG00000230507	RPL7AP8	ribosomal protein L7a pseudogene 8 [Source:HGNC Symbol%3BAcc:23738]
ENSG00000122375	OPN4	opsin 4 [Source:HGNC Symbol%3BAcc:14449]
ENSG00000122367	LDB3	LIM domain binding 3 [Source:HGNC Symbol%3BAcc:15710]
ENSG00000252189	U3	Small nucleolar RNA U3 [Source:RFAM%3BAcc:RF00012]
ENSG00000272631	RP11-359E3.4	--
ENSG00000107779	BMPR1A	bone morphogenetic protein receptor%2C type IA [Source:HGNC Symbol%3BAcc:1076]
ENSG00000270874	RP11-420K10.1	--
ENSG00000200176	RNU1-19P	RNA%2C U1 small nuclear 19%2C pseudogene [Source:HGNC Symbol%3BAcc:41945]
ENSG00000173269	MMRN2	multimerin 2 [Source:HGNC Symbol%3BAcc:19888]
ENSG00000173267	SNCG	synuclein%2C gamma (breast cancer-specific protein 1) [Source:HGNC Symbol%3BAcc:11141]
ENSG00000272734	ADIRF-AS1	ADIRF antisense RNA 1 [Source:HGNC Symbol%3BAcc:45127]
ENSG00000148671	ADIRF	adipogenesis regulatory factor [Source:HGNC Symbol%3BAcc:24043]
ENSG00000273413	RP11-96C23.15	--
ENSG00000271880	RP11-96C23.5	--
ENSG00000240089	BMS1P3	BMS1 pseudogene 3 [Source:HGNC Symbol%3BAcc:23651]
ENSG00000151303	AGAP11	ankyrin repeat and GTPase domain Arf GTPase activating protein 11 [Source:HGNC Symbol%3BAcc:29421]
ENSG00000272508	RP11-96C23.14	--
ENSG00000261011	RP11-96C23.11	--
ENSG00000229969	RP11-96C23.10	--
ENSG00000188100	FAM25A	family with sequence similarity 25%2C member A [Source:HGNC Symbol%3BAcc:23436]
ENSG00000271573	RP11-96C23.12	--
ENSG00000200253	RNU6-529P	RNA%2C U6 small nuclear 529%2C pseudogene [Source:HGNC Symbol%3BAcc:47492]
ENSG00000148672	GLUD1	glutamate dehydrogenase 1 [Source:HGNC Symbol%3BAcc:4335]
ENSG00000122376	FAM35A	family with sequence similarity 35%2C member A [Source:HGNC Symbol%3BAcc:28773]
ENSG00000237280	RP11-96C23.9	--
ENSG00000266323	RN7SL733P	RNA%2C 7SL%2C cytoplasmic 733%2C pseudogene [Source:HGNC Symbol%3BAcc:46749]
ENSG00000223482	NUTM2A-AS1	NUTM2A antisense RNA 1 [Source:HGNC Symbol%3BAcc:45161]
ENSG00000184923	NUTM2A	NUT family member 2A [Source:HGNC Symbol%3BAcc:23438]
ENSG00000224914	LINC00863	long intergenic non-protein coding RNA 863 [Source:HGNC Symbol%3BAcc:45162]
ENSG00000214562	NUTM2D	NUT family member 2D [Source:HGNC Symbol%3BAcc:23447]
ENSG00000237740	NPAP1P3	nuclear pore associated protein 1 pseudogene 3 [Source:HGNC Symbol%3BAcc:45020]
ENSG00000236417	CTSLP1	cathepsin L pseudogene 1 [Source:HGNC Symbol%3BAcc:2539]
ENSG00000228055	LINC00864	long intergenic non-protein coding RNA 864 [Source:HGNC Symbol%3BAcc:45163]
ENSG00000231569	RP11-399L7.3	--
ENSG00000107789	MINPP1	multiple inositol-polyphosphate phosphatase 1 [Source:HGNC Symbol%3BAcc:7102]
ENSG00000222192	Y_RNA	Y RNA [Source:RFAM%3BAcc:RF00019]
ENSG00000223761	RP11-57C13.4	--
ENSG00000225913	RP11-57C13.6	--
ENSG00000196566	RP11-57C13.3	--
ENSG00000234192	RP11-57C13.5	--
ENSG00000198682	PAPSS2	3'-phosphoadenosine 5'-phosphosulfate synthase 2 [Source:HGNC Symbol%3BAcc:8604]
ENSG00000138138	ATAD1	ATPase family%2C AAA domain containing 1 [Source:HGNC Symbol%3BAcc:25903]
ENSG00000223820	CFL1P1	cofilin 1 (non-muscle) pseudogene 1 [Source:HGNC Symbol%3BAcc:28560]
ENSG00000243782	RN7SL78P	RNA%2C 7SL%2C cytoplasmic 78%2C pseudogene [Source:HGNC Symbol%3BAcc:46094]
ENSG00000227268	KLLN	killin%2C p53-regulated DNA replication inhibitor [Source:HGNC Symbol%3BAcc:37212]
ENSG00000171862	PTEN	phosphatase and tensin homolog [Source:HGNC Symbol%3BAcc:9588]
ENSG00000224745	RP11-380G5.2	--
ENSG00000213613	RP11-380G5.3	--
ENSG00000200891	SNORD74	Small nucleolar RNA SNORD74 [Source:RFAM%3BAcc:RF00284]
ENSG00000227905	MED6P1	mediator complex subunit 6 pseudogene 1 [Source:HGNC Symbol%3BAcc:45164]
ENSG00000184719	RNLS	renalase%2C FAD-dependent amine oxidase [Source:HGNC Symbol%3BAcc:25641]
ENSG00000201548	Y_RNA	Y RNA [Source:RFAM%3BAcc:RF00019]
ENSG00000204022	LIPJ	lipase%2C family member J [Source:HGNC Symbol%3BAcc:21773]
ENSG00000237205	RPL7P34	ribosomal protein L7 pseudogene 34 [Source:HGNC Symbol%3BAcc:36181]
ENSG00000182333	LIPF	lipase%2C gastric [Source:HGNC Symbol%3BAcc:6622]
ENSG00000271408	RP11-186O14.7	--
ENSG00000204021	LIPK	lipase%2C family member K [Source:HGNC Symbol%3BAcc:23444]
ENSG00000226358	KRT8P38	keratin 8 pseudogene 38 [Source:HGNC Symbol%3BAcc:39872]
ENSG00000204020	LIPN	lipase%2C family member N [Source:HGNC Symbol%3BAcc:23452]
ENSG00000235150	RCBTB2P1	regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 2 pseudogene 1 [Source:HGNC Symbol%3BAcc:45167]
ENSG00000173239	LIPM	lipase%2C family member M [Source:HGNC Symbol%3BAcc:23455]
ENSG00000152766	ANKRD22	ankyrin repeat domain 22 [Source:HGNC Symbol%3BAcc:28321]
ENSG00000234256	PTCD2P2	pentatricopeptide repeat domain 2 pseudogene 2 [Source:HGNC Symbol%3BAcc:45168]
ENSG00000138134	STAMBPL1	STAM binding protein-like 1 [Source:HGNC Symbol%3BAcc:24105]
ENSG00000180139	ACTA2-AS1	ACTA2 antisense RNA 1 [Source:HGNC Symbol%3BAcc:45169]
